from bus,to bus,id,reactance,lower line limit,upper line limit
566,12195,1,0.208268,-152,152
5209,5641,1,0.208268,-152,152
5209,12717,1,0.208268,-152,152
5209,6107,1,0.208268,-152,152
5209,12227,1,0.208268,-152,152
5209,13174,1,0.208268,-152,152
5209,7028,1,0.208268,-152,152
5209,18,1,0.208268,-152,152
5209,4384,1,0.208268,-152,152
5209,477,1,0.208268,-152,152
11908,7939,1,0.208268,-152,152
11908,938,1,0.208268,-152,152
11908,4563,1,0.208268,-152,152
11908,11115,1,0.208268,-152,152
11908,3323,1,0.208268,-152,152
4468,12819,1,0.208268,-152,152
4468,2796,1,0.208268,-152,152
4468,9901,1,0.208268,-152,152
4468,2332,1,0.208268,-152,152
4468,9427,1,0.208268,-152,152
4468,1889,1,0.208268,-152,152
8450,29,1,0.208268,-152,152
13051,9123,1,0.084719,-448,448
13051,2066,1,0.084719,-448,448
9101,4052,1,0.193363,-164,164
9101,2583,1,0.193363,-164,164
9101,9192,1,0.193363,-164,164
10976,8687,1,0.084719,-373,373
10976,721,1,0.084719,-373,373
7247,1685,1,0.208268,-152,152
7247,8253,1,0.208268,-152,152
7247,1208,1,0.208268,-152,152
8366,12390,1,0.021225,-1787,1787
8366,5354,1,0.021225,-1787,1787
11513,5155,1,0.02832,-1340,1340
6415,11704,1,0.02832,-1340,1340
3637,5356,1,0.084719,-448,448
3637,3154,1,0.084719,-448,448
4361,5653,1,0.208268,-152,152
4361,3508,1,0.208268,-152,152
1683,6296,1,0.084719,-373,373
1683,12900,1,0.084719,-373,373
12349,2789,1,0.084719,-373,373
12349,9422,1,0.084719,-373,373
12349,8976,1,0.084719,-373,373
2563,8961,1,0.208268,-152,152
2563,2803,1,0.208268,-152,152
3144,6440,1,0.208268,-152,152
3144,8726,1,0.208268,-152,152
658,7951,1,0.208268,-152,152
1403,1896,1,0.208268,-152,152
425,12537,1,0.008494,-4466,4466
425,9148,1,0.008494,-4466,4466
12672,7031,1,0.208268,-152,152
12672,9288,1,0.208268,-152,152
10498,6346,1,0.208268,-152,152
10498,12400,1,0.208268,-152,152
10498,5842,1,0.208268,-152,152
11164,266,1,0.208268,-152,152
11164,7249,1,0.208268,-152,152
11164,13456,1,0.208268,-152,152
1926,5592,1,0.084719,-373,373
1926,496,1,0.084719,-373,373
3612,4324,1,0.208268,-152,152
9112,11065,1,0.208268,-152,152
9112,3990,1,0.208268,-152,152
9112,10612,1,0.208268,-152,152
6134,3517,1,0.208268,-152,152
6134,12091,1,0.208268,-152,152
6134,5029,1,0.208268,-152,152
10024,11577,1,0.208268,-152,152
10024,4513,1,0.208268,-152,152
1034,13086,1,0.208268,-152,152
1034,6016,1,0.208268,-152,152
1034,7933,1,0.208268,-152,152
2874,1382,1,0.208268,-152,152
2874,8415,1,0.208268,-152,152
11508,1834,1,0.546277,-58,58
12413,8900,1,0.208268,-152,152
12413,9321,1,0.208268,-152,152
9876,9389,1,0.833073,-38,38
2010,2756,1,0.208268,-152,152
2010,9860,1,0.208268,-152,152
9161,3234,1,0.208268,-152,152
9161,9169,1,0.208268,-152,152
8337,5593,1,0.208268,-152,152
8337,12681,1,0.208268,-152,152
11433,6076,1,0.208268,-152,152
11433,11145,1,0.208268,-152,152
11433,4590,1,0.208268,-152,152
12371,11652,1,0.208268,-152,152
12371,5099,1,0.208268,-152,152
2511,1031,1,0.084719,-373,373
2511,7561,1,0.084719,-373,373
8917,10218,1,0.208268,-152,152
8917,8205,1,0.208268,-152,152
8917,9081,1,0.208268,-152,152
7984,11285,1,0.084719,-373,373
7984,4752,1,0.084719,-373,373
7984,7754,1,0.084719,-373,373
12860,2627,1,0.021225,-1787,1787
12860,9265,1,0.021225,-1787,1787
6424,3543,1,0.208268,-152,152
6424,10158,1,0.208268,-152,152
7584,8109,1,0.208268,-152,152
7584,11880,1,0.208268,-152,152
10664,12563,1,0.021225,-1787,1787
5020,2670,1,0.084719,-448,448
5020,9301,1,0.084719,-448,448
9270,12902,1,0.277691,-114,114
9270,5357,1,0.277691,-114,114
12081,12387,1,0.208268,-152,152
12081,2790,1,0.208268,-152,152
9239,5166,1,0.084719,-373,373
9239,7146,1,0.084719,-373,373
7040,937,1,0.208268,-152,152
7040,8409,1,0.208268,-152,152
420,1376,1,0.208268,-152,152
420,6990,1,0.208268,-152,152
4827,13639,1,0.273139,-116,116
4827,7167,1,0.273139,-116,116
5659,4718,1,0.021225,-1787,1787
9703,2624,1,0.021225,-1787,1787
8673,12636,1,0.208268,-152,152
8673,7236,1,0.208268,-152,152
11431,715,1,0.208268,-152,152
11431,7700,1,0.208268,-152,152
13461,11030,1,0.084719,-448,448
8684,8206,1,0.208268,-152,152
8684,1641,1,0.208268,-152,152
2862,11638,1,0.208268,-152,152
2862,2102,1,0.208268,-152,152
3092,5416,1,0.208268,-183,183
3092,12451,1,0.208268,-183,183
3092,10386,1,0.208268,-183,183
8985,3270,1,0.833073,-38,38
6579,9896,1,0.208268,-152,152
9454,2785,1,0.208268,-152,152
9454,2767,1,0.208268,-152,152
9454,4282,1,0.208268,-152,152
6904,10881,1,0.208268,-152,152
6904,3771,1,0.208268,-152,152
6904,10417,1,0.208268,-152,152
7629,754,1,0.084719,-373,373
7629,5456,1,0.084719,-373,373
2954,6992,1,0.208268,-152,152
2954,13147,1,0.208268,-152,152
2216,4367,1,0.021225,-1787,1787
4769,13322,1,0.021225,-1787,1787
4769,4670,1,0.021225,-1787,1787
4769,10715,1,0.021225,-1787,1787
2450,11076,1,0.208268,-152,152
6856,12208,1,0.021225,-1787,1787
6856,5674,1,0.021225,-1787,1787
1380,13467,1,0.549279,-58,58
6945,1906,1,0.208268,-152,152
6945,4366,1,0.208268,-152,152
5744,2351,1,0.826188,-39,39
9066,8958,1,0.008494,-3718,3718
12432,3607,1,0.02832,-1116,1116
12432,9738,1,0.02832,-1116,1116
12584,9084,1,0.084719,-373,373
12584,5444,1,0.084719,-373,373
10323,12494,1,0.084719,-373,373
10323,9035,1,0.084719,-373,373
10323,1969,1,0.084719,-373,373
1986,2592,1,0.02832,-1116,1116
11735,7388,1,0.008494,-4466,4466
11735,5797,1,0.021225,-1787,1787
11735,12874,1,0.021225,-1787,1787
11735,6903,1,0.021225,-1787,1787
11735,13530,1,0.021225,-1787,1787
11735,3280,1,0.02832,-1340,1340
11735,11619,1,0.02832,-1340,1340
4523,66,1,0.02832,-1116,1116
4523,7073,1,0.02832,-1116,1116
13107,533,1,0.02832,-1116,1116
6922,7511,1,0.02832,-1116,1116
10124,7551,1,0.085298,-371,371
10124,567,1,0.085298,-371,371
7441,5587,1,0.016973,-1861,1861
7678,12665,1,0.016973,-1861,1861
10320,6058,1,0.016973,-1861,1861
388,13158,1,0.016973,-1861,1861
2913,2964,1,0.229813,-138,138
2913,10100,1,0.229813,-138,138
2913,3474,1,0.229813,-138,138
2913,10581,1,0.229813,-138,138
2913,2056,1,0.229813,-138,138
2913,9109,1,0.229813,-138,138
2913,2496,1,0.229813,-138,138
2913,9604,1,0.229813,-138,138
1898,9597,1,0.021225,-1488,1488
11378,8191,1,0.208268,-152,152
11378,10249,1,0.208268,-152,152
11378,6465,1,0.208268,-152,152
11378,5764,1,0.208268,-152,152
11378,12321,1,0.208268,-152,152
11378,5292,1,0.208268,-152,152
11378,11822,1,0.208268,-152,152
11378,4777,1,0.208268,-152,152
11378,11328,1,0.208268,-152,152
11378,4252,1,0.208268,-152,152
11378,10845,1,0.208268,-152,152
12707,5637,1,0.02832,-1116,1116
12707,5718,1,0.02832,-1116,1116
1282,3823,1,0.084719,-373,373
1282,10918,1,0.084719,-373,373
1282,2368,1,0.084719,-373,373
1282,470,1,0.084719,-373,373
1282,4203,1,0.084719,-373,373
2985,6651,1,0.084719,-373,373
2985,10738,1,0.084719,-373,373
2985,4120,1,0.084719,-373,373
2985,2172,1,0.084719,-373,373
2985,8753,1,0.084719,-373,373
2985,9627,1,0.008494,-3718,3718
1282,8770,1,0.02832,-1116,1116
1282,819,1,0.02832,-1116,1116
1282,3553,1,0.02832,-1116,1116
1282,1262,1,0.02832,-1116,1116
6724,11677,1,0.084719,-373,373
6724,10390,1,0.084719,-373,373
5402,4509,1,0.008494,-3718,3718
5402,6085,1,0.008494,-3718,3718
10981,3330,1,0.399875,-79,79
3238,4309,1,0.084719,-373,373
3238,585,1,0.084719,-373,373
3238,3792,1,0.084719,-373,373
3238,10901,1,0.084719,-373,373
3238,3296,1,0.084719,-373,373
9831,10406,1,0.242643,-131,131
13656,9206,1,0.02832,-1116,1116
13656,2625,1,0.02832,-1116,1116
11702,693,1,0.02832,-1116,1116
11702,7233,1,0.02832,-1116,1116
9098,11403,1,0.021225,-1488,1488
9098,2053,1,0.021225,-1488,1488
9098,7674,1,0.021225,-1488,1488
61,13192,1,0.008494,-3718,3718
10744,1559,1,0.021225,-1771,1771
10278,2197,1,0.021225,-1787,1787
2474,3922,1,0.084719,-373,373
2474,11010,1,0.084719,-373,373
1286,2955,1,0.208268,-152,152
7368,10092,1,0.208268,-152,152
7368,3471,1,0.208268,-152,152
9490,10575,1,0.208268,-152,152
9490,3947,1,0.208268,-152,152
9490,11039,1,0.208268,-152,152
5329,4483,1,0.208268,-152,152
5329,11551,1,0.208268,-152,152
11941,4985,1,0.208268,-152,152
11941,12049,1,0.208268,-152,152
12482,9408,1,0.084719,-373,373
12482,7499,1,0.084719,-373,373
5577,5761,1,0.208268,-152,152
5577,12310,1,0.208268,-152,152
5577,7164,1,0.208268,-152,152
5577,182,1,0.208268,-152,152
1506,10165,1,0.021225,-1488,1488
5015,5036,1,0.208268,-152,152
5015,13658,1,0.208268,-152,152
6113,3165,1,0.021225,-1488,1488
9643,5517,1,0.021225,-1488,1488
10689,6847,1,0.208268,-152,152
10689,12973,1,0.208268,-152,152
3601,10987,1,0.208268,-152,152
3601,753,1,0.208268,-152,152
5572,7734,1,0.208268,-152,152
5572,289,1,0.208268,-152,152
6653,7071,1,0.021225,-1488,1488
6653,13235,1,0.021225,-1488,1488
6653,6620,1,0.021225,-1488,1488
6653,10505,1,0.021225,-1488,1488
6653,6729,1,0.021225,-1488,1488
6653,11786,1,0.021225,-1488,1488
537,9852,1,0.021225,-1488,1488
530,3224,1,0.021225,-1488,1488
13654,4400,1,0.021225,-1787,1787
13654,11982,1,0.021225,-1787,1787
13654,4928,1,0.021225,-1787,1787
488,476,1,0.021225,-1488,1488
4669,4371,1,0.021225,-1488,1488
6887,12381,1,0.208268,-152,152
6887,5350,1,0.208268,-152,152
5153,12914,1,0.208268,-152,152
5153,5825,1,0.208268,-152,152
12209,1394,1,0.021225,-1488,1488
13263,6667,1,0.021225,-1488,1488
10020,229,1,0.208268,-152,152
10020,6769,1,0.208268,-152,152
7817,10388,1,0.208268,-152,152
7817,6842,1,0.208268,-152,152
4463,2301,1,0.021225,-1488,1488
4104,2561,1,0.208268,-152,152
4104,8651,1,0.208268,-152,152
7423,11504,1,0.140801,-225,225
8031,13012,1,0.021225,-1488,1488
8031,1636,1,0.208268,-152,152
8031,7712,1,0.208268,-152,152
2109,7005,1,0.021225,-1488,1488
2109,492,1,0.021225,-1488,1488
2109,7045,1,0.021225,-1488,1488
2121,5534,1,0.021225,-1488,1488
2121,12606,1,0.021225,-1488,1488
7741,5034,1,0.021225,-1488,1488
4071,13620,1,0.021225,-1488,1488
4071,6500,1,0.021225,-1488,1488
4071,13123,1,0.021225,-1488,1488
7101,4013,1,0.021225,-1488,1488
7101,11096,1,0.021225,-1488,1488
1585,3551,1,0.021225,-1488,1488
1585,10647,1,0.021225,-1488,1488
374,2819,1,0.208268,-152,152
374,5575,1,0.208268,-152,152
11767,5023,1,0.021225,-1488,1488
11767,11586,1,0.021225,-1488,1488
10265,9815,1,0.208268,-152,152
843,2642,1,0.140801,-225,225
11297,4344,1,0.208268,-152,152
11297,778,1,0.208268,-152,152
8020,6476,1,0.021225,-1488,1488
2452,13079,1,0.021225,-1488,1488
2452,7654,1,0.021225,-1488,1488
4736,12016,1,0.021225,-1488,1488
4736,13333,1,0.021225,-1488,1488
10338,1561,1,0.021225,-1488,1488
7483,2559,1,0.208268,-152,152
7483,11588,1,0.208268,-152,152
4373,3031,1,0.208268,-152,152
11541,648,1,0.021225,-1488,1488
3208,328,1,0.140801,-225,225
2802,6886,1,0.140801,-225,225
2754,8772,1,0.140801,-225,225
1405,7474,1,0.208268,-152,152
11590,248,1,0.208268,-152,152
13563,1629,1,0.208268,-152,152
6805,1419,1,0.208268,-152,152
6805,8447,1,0.208268,-152,152
10360,956,1,0.208268,-152,152
10360,7342,1,0.208268,-152,152
12963,12794,1,0.021225,-1488,1488
1107,5714,1,0.021225,-1488,1488
317,358,1,0.021225,-1488,1488
4850,7334,1,0.021225,-1488,1488
4850,13560,1,0.021225,-1488,1488
4850,10567,1,0.021225,-1488,1488
12364,7929,1,0.021225,-1488,1488
12364,10102,1,0.021225,-1488,1488
10131,828,1,0.021225,-1488,1488
1141,7808,1,0.021225,-1488,1488
1141,12065,1,0.021225,-1488,1488
1141,5503,1,0.021225,-1488,1488
13004,11578,1,0.208268,-152,152
399,8914,1,0.208268,-152,152
399,2292,1,0.208268,-152,152
9019,9387,1,0.208268,-152,152
9019,932,1,0.208268,-152,152
5874,7931,1,0.208268,-152,152
7534,2894,1,0.021225,-1488,1488
7534,9527,1,0.021225,-1488,1488
1998,1552,1,0.021225,-1488,1488
1998,8097,1,0.021225,-1488,1488
4318,9875,1,0.021225,-1488,1488
4318,2760,1,0.021225,-1488,1488
4318,10357,1,0.021225,-1488,1488
4318,3255,1,0.021225,-1488,1488
4318,13137,1,0.021225,-1488,1488
4318,1851,1,0.021225,-1488,1488
4318,9392,1,0.021225,-1488,1488
4318,2302,1,0.021225,-1488,1488
8240,10946,1,0.021225,-1488,1488
8472,13145,1,0.021225,-1488,1488
5555,13081,1,0.208268,-152,152
6712,6477,1,0.208268,-152,152
6712,12570,1,0.208268,-152,152
13061,4622,1,0.021225,-1488,1488
5474,12088,1,0.208268,-152,152
200,5512,1,0.208268,-152,152
9356,11579,1,0.208268,-152,152
9356,5025,1,0.208268,-152,152
4325,532,1,0.021225,-1488,1488
4325,7072,1,0.021225,-1488,1488
10849,12373,1,0.021225,-1488,1488
10849,5816,1,0.021225,-1488,1488
9162,9250,1,0.021225,-1488,1488
9162,3463,1,0.021225,-1488,1488
4316,6713,1,0.140801,-225,225
7104,3943,1,0.021225,-1488,1488
5867,12477,1,0.208268,-152,152
5867,5911,1,0.208268,-152,152
2926,12013,1,0.05309,-595,595
857,4952,1,0.021225,-1488,1488
9320,11037,1,0.021225,-1488,1488
12514,4473,1,0.021225,-1488,1488
3952,1369,1,0.021225,-1488,1488
3952,7925,1,0.021225,-1488,1488
3952,925,1,0.021225,-1488,1488
3952,3469,1,0.021225,-1488,1488
611,6096,1,0.208268,-152,152
3532,9542,1,0.208268,-152,152
3532,4256,1,0.208268,-152,152
9390,10841,1,0.084719,-373,373
9390,9556,1,0.084719,-373,373
11547,9690,1,0.021225,-1488,1488
11547,2584,1,0.021225,-1488,1488
11488,12799,1,0.084719,-373,373
11488,4686,1,0.084719,-373,373
11488,11251,1,0.084719,-373,373
49,4126,1,0.208268,-152,152
1681,11214,1,0.208268,-152,152
574,3646,1,0.208268,-152,152
574,10743,1,0.208268,-152,152
574,1070,1,0.208268,-152,152
5461,7613,1,0.208268,-152,152
5461,1532,1,0.208268,-152,152
6248,8089,1,0.208268,-152,152
12976,12042,1,0.208268,-152,152
13210,8563,1,0.208268,-152,152
13210,2458,1,0.208268,-152,152
9451,12419,1,0.140801,-225,225
9451,9120,1,0.140801,-225,225
9451,2063,1,0.140801,-225,225
4093,4167,1,0.208268,-152,152
4093,11250,1,0.208268,-152,152
4093,1359,1,0.208268,-152,152
4093,11773,1,0.208268,-152,152
2404,3166,1,0.208268,-152,152
2404,10283,1,0.208268,-152,152
2404,3680,1,0.208268,-152,152
9259,4130,1,0.02832,-1116,1116
5259,6195,1,0.208268,-152,152
5259,13298,1,0.208268,-152,152
1129,8421,1,0.208268,-152,152
1129,2222,1,0.208268,-152,152
1016,11377,1,0.02832,-1116,1116
8230,1796,1,0.02832,-1116,1116
6356,11895,1,0.140801,-225,225
6356,13232,1,0.140801,-225,225
6356,1043,1,0.140801,-225,225
2846,8945,1,0.140801,-225,225
2846,2787,1,0.140801,-225,225
2846,9417,1,0.140801,-225,225
915,9282,1,0.140801,-225,225
915,2647,1,0.140801,-225,225
915,9756,1,0.140801,-225,225
11381,3396,1,0.208268,-152,152
11381,11473,1,0.208268,-152,152
11381,4925,1,0.208268,-152,152
960,10978,1,0.208268,-152,152
960,4411,1,0.208268,-152,152
960,10862,1,0.208268,-152,152
5860,1960,1,0.208268,-152,152
5860,115,1,0.208268,-152,152
4401,6066,1,0.021225,-1488,1488
2240,11745,1,0.084719,-373,373
2240,4697,1,0.084719,-373,373
12752,11226,1,0.084719,-373,373
12752,3663,1,0.084719,-373,373
12752,9793,1,0.084719,-373,373
10741,6156,1,0.208268,-152,152
10741,11716,1,0.208268,-152,152
4033,1013,1,0.208268,-152,152
4033,9138,1,0.208268,-152,152
8480,10037,1,0.140801,-225,225
8480,1869,1,0.140801,-225,225
8480,12388,1,0.140801,-225,225
5565,10110,1,0.208268,-152,152
5565,7976,1,0.208268,-152,152
5565,9314,1,0.208268,-152,152
3809,10534,1,0.140801,-225,225
3809,4949,1,0.140801,-225,225
3809,11986,1,0.140801,-225,225
1490,10017,1,0.084719,-373,373
1490,3403,1,0.084719,-373,373
1490,9508,1,0.084719,-373,373
12185,4793,1,0.208268,-152,152
12185,13330,1,0.208268,-152,152
12185,10223,1,0.208268,-152,152
3140,8538,1,0.084719,-373,373
3140,1963,1,0.084719,-373,373
3140,11975,1,0.084719,-373,373
9050,7156,1,0.208268,-152,152
9050,5715,1,0.208268,-152,152
11216,5896,1,0.140801,-225,225
11216,13468,1,0.140801,-225,225
11216,6363,1,0.140801,-225,225
2848,11976,1,0.140801,-225,225
2848,4922,1,0.140801,-225,225
2848,12459,1,0.140801,-225,225
5799,8655,1,0.084719,-373,373
5799,8912,1,0.084719,-373,373
5799,1839,1,0.084719,-373,373
5799,11558,1,0.084719,-373,373
5799,4998,1,0.084719,-373,373
5799,11051,1,0.084719,-373,373
5799,4499,1,0.084719,-373,373
5799,10589,1,0.084719,-373,373
5799,3971,1,0.084719,-373,373
5799,10101,1,0.084719,-373,373
10826,3482,1,0.084719,-373,373
10826,9613,1,0.084719,-373,373
10826,2976,1,0.084719,-373,373
10826,8387,1,0.084719,-373,373
10826,1344,1,0.084719,-373,373
10826,10617,1,0.084719,-373,373
10826,901,1,0.084719,-373,373
10826,9359,1,0.084719,-373,373
10826,681,1,0.084719,-373,373
10826,8884,1,0.084719,-373,373
10180,7849,1,0.021225,-1488,1488
9689,11736,1,0.084719,-373,373
10859,2569,1,0.02832,-1116,1116
7106,1627,1,0.021225,-1488,1488
4150,10373,1,0.04236,-746,746
119,5192,1,0.02832,-1116,1116
8722,921,1,0.02832,-1116,1116
8722,676,1,0.02832,-1116,1116
8722,1372,1,0.02832,-1116,1116
8722,8894,1,0.02832,-1116,1116
8410,5138,1,0.140801,-225,225
8410,10246,1,0.140801,-225,225
8410,3633,1,0.140801,-225,225
8410,9342,1,0.140801,-225,225
1303,3984,1,0.02832,-1116,1116
1303,12415,1,0.02832,-1116,1116
1303,4505,1,0.02832,-1116,1116
3116,2205,1,1.03061,-31,31
3116,8791,1,1.03061,-31,31
7896,10448,1,0.140801,-225,225
7896,3343,1,0.140801,-225,225
7896,7133,1,0.140801,-225,225
7896,134,1,0.140801,-225,225
10888,197,1,0.02832,-1116,1116
10888,6734,1,0.02832,-1116,1116
10888,926,1,0.02832,-1116,1116
5604,12411,1,0.084719,-373,373
5604,5850,1,0.084719,-373,373
5604,12934,1,0.084719,-373,373
5604,6331,1,0.084719,-373,373
1388,7354,1,0.008494,-3718,3718
1388,11521,1,0.008494,-3718,3718
1388,4959,1,0.008494,-3718,3718
2306,3409,1,0.531749,-60,60
2306,10022,1,0.531749,-60,60
2306,3886,1,0.531749,-60,60
2306,10516,1,0.531749,-60,60
6137,12097,1,0.084719,-373,373
6137,5546,1,0.084719,-373,373
6137,7539,1,0.084719,-373,373
6137,6025,1,0.084719,-373,373
6137,8519,1,0.084719,-373,373
6137,8389,1,0.084719,-373,373
6137,2510,1,0.084719,-373,373
6137,815,1,0.084719,-373,373
1029,3893,1,0.510045,-62,62
1029,10986,1,0.510045,-62,62
1029,3434,1,0.510045,-62,62
1029,10520,1,0.510045,-62,62
12004,1123,1,0.084719,-373,373
12004,7667,1,0.084719,-373,373
12004,4495,1,0.084719,-373,373
12004,11049,1,0.084719,-373,373
12004,10629,1,0.084719,-373,373
12004,4000,1,0.084719,-373,373
12004,6912,1,0.084719,-373,373
290,2464,1,1.56201,-21,21
2064,5135,1,0.021225,-1488,1488
2064,12211,1,0.021225,-1488,1488
2064,4616,1,0.021225,-1488,1488
2064,11680,1,0.021225,-1488,1488
2064,4102,1,0.021225,-1488,1488
11501,1104,1,0.208268,-152,152
11501,1055,1,0.208268,-152,152
11501,408,1,0.208268,-152,152
11501,7371,1,0.208268,-152,152
11501,5391,1,0.208268,-152,152
11501,8820,1,0.208268,-152,152
3786,10998,1,0.008494,-3718,3718
3786,3265,1,0.008494,-3718,3718
2557,13607,1,0.208268,-152,152
2557,4987,1,0.208268,-152,152
6841,4326,1,0.208268,-152,152
6841,12542,1,0.208268,-152,152
6841,5977,1,0.208268,-152,152
8978,12045,1,0.208268,-152,152
1377,5490,1,0.38598,-82,82
1377,11560,1,0.38598,-82,82
1377,2809,1,0.38598,-82,82
1377,12323,1,0.38598,-82,82
1377,188,1,0.38598,-82,82
7876,4703,1,0.140801,-225,225
7876,11749,1,0.140801,-225,225
7876,9713,1,0.140801,-225,225
7876,2610,1,0.140801,-225,225
13307,9144,1,0.084719,-373,373
13307,1423,1,0.084719,-373,373
13307,6998,1,0.084719,-373,373
13307,4347,1,0.084719,-373,373
13307,10120,1,0.084719,-373,373
1996,1462,1,0.084719,-373,373
1996,9512,1,0.084719,-373,373
1996,2408,1,0.084719,-373,373
1996,841,1,0.084719,-373,373
1996,7351,1,0.084719,-373,373
1996,1274,1,0.084719,-373,373
1996,6650,1,0.084719,-373,373
1996,13569,1,0.084719,-373,373
10312,637,1,0.208268,-152,152
10312,7634,1,0.208268,-152,152
3461,12786,1,0.140801,-225,225
3461,7122,1,0.140801,-225,225
3461,7304,1,0.140801,-225,225
3461,9357,1,0.140801,-225,225
3461,1257,1,0.140801,-225,225
3461,8774,1,0.140801,-225,225
3461,1732,1,0.140801,-225,225
5419,3329,1,0.084719,-373,373
5419,9953,1,0.084719,-373,373
5419,2828,1,0.084719,-373,373
5419,9464,1,0.084719,-373,373
5419,4301,1,0.084719,-373,373
5419,10907,1,0.084719,-373,373
1457,3228,1,0.208268,-152,152
1457,783,1,0.208268,-152,152
1457,6861,1,0.208268,-152,152
6367,304,1,0.208268,-152,152
13233,4209,1,0.084719,-373,373
13233,10808,1,0.084719,-373,373
13233,3710,1,0.084719,-373,373
13233,7784,1,0.084719,-373,373
13233,1306,1,0.084719,-373,373
13233,6870,1,0.084719,-373,373
13233,179,1,0.084719,-373,373
13233,11968,1,0.084719,-373,373
8692,10315,1,0.140801,-225,225
8692,3206,1,0.140801,-225,225
8692,11761,1,0.140801,-225,225
8692,4715,1,0.140801,-225,225
8692,33,1,0.140801,-225,225
8692,4217,1,0.140801,-225,225
7241,5473,1,0.084719,-373,373
7241,12024,1,0.084719,-373,373
7241,7297,1,0.084719,-373,373
7241,5317,1,0.084719,-373,373
7241,12341,1,0.084719,-373,373
4003,11797,1,0.02832,-1116,1116
4003,4757,1,0.02832,-1116,1116
4003,7833,1,0.02832,-1116,1116
4003,4226,1,0.02832,-1116,1116
10578,5992,1,0.140801,-225,225
10578,2183,1,0.140801,-225,225
10578,9273,1,0.140801,-225,225
10578,3384,1,0.140801,-225,225
10578,10004,1,0.140801,-225,225
10578,3877,1,0.140801,-225,225
10578,8810,1,0.140801,-225,225
64,3148,1,1.11076,-29,29
64,4673,1,1.11076,-29,29
11878,2676,1,0.208268,-152,152
4566,9312,1,0.908807,-35,35
4566,6127,1,0.908807,-35,35
13117,8099,1,0.140801,-225,225
13117,2635,1,0.140801,-225,225
13117,9742,1,0.140801,-225,225
13117,3146,1,0.140801,-225,225
13117,10264,1,0.140801,-225,225
13117,1731,1,0.140801,-225,225
4557,1148,1,0.917144,-35,35
4557,2793,1,0.917144,-35,35
5258,698,1,0.308546,-103,103
5258,10615,1,0.308546,-103,103
8475,13411,1,0.084719,-373,373
8475,8342,1,0.084719,-373,373
8475,1310,1,0.084719,-373,373
8475,2347,1,0.084719,-373,373
8475,1774,1,0.084719,-373,373
2059,12887,1,1.53798,-21,21
7254,5805,1,0.208268,-152,152
7254,13370,1,0.208268,-152,152
7254,6278,1,0.208268,-152,152
2775,9881,1,1.7236,-19,19
10704,5260,1,0.02832,-1116,1116
10704,2881,1,0.02832,-1116,1116
10704,2880,1,0.02832,-1116,1116
13279,8530,1,0.425399,-75,75
13279,8531,1,0.425399,-75,75
13279,8534,1,0.425399,-75,75
13279,8535,1,0.425399,-75,75
13279,8533,1,0.425399,-75,75
5256,6155,1,0.265874,-119,119
5256,6159,1,0.265874,-119,119
5256,6160,1,0.265874,-119,119
5256,10977,1,0.265874,-119,119
5256,13261,1,0.265874,-119,119
1068,6548,1,0.084719,-373,373
1068,6547,1,0.084719,-373,373
1068,13069,1,0.084719,-373,373
1068,12102,1,0.084719,-373,373
1068,6544,1,0.084719,-373,373
10340,1957,1,0.649148,-49,49
10340,1954,1,0.649148,-49,49
10340,1953,1,0.649148,-49,49
5566,8053,1,0.208268,-152,152
5566,7943,1,0.208268,-152,152
5566,8055,1,0.208268,-152,152
5566,8056,1,0.208268,-152,152
5566,7490,1,0.208268,-152,152
5566,7932,1,0.208268,-152,152
11468,6641,1,0.140801,-225,225
11468,6642,1,0.140801,-225,225
11468,6639,1,0.140801,-225,225
11468,6640,1,0.140801,-225,225
11468,100,1,0.140801,-225,225
11468,99,1,0.140801,-225,225
2714,102,1,0.140801,-225,225
2714,101,1,0.140801,-225,225
2714,97,1,0.140801,-225,225
2714,96,1,0.140801,-225,225
2714,98,1,0.140801,-225,225
9646,1505,1,0.388983,-82,82
9646,9416,1,0.388983,-82,82
9646,1511,1,0.388983,-82,82
9646,8200,1,0.388983,-82,82
9646,7587,1,0.388983,-82,82
3450,5212,1,0.123877,-255,255
3450,5213,1,0.123877,-255,255
3450,5585,1,0.123877,-255,255
3450,5215,1,0.123877,-255,255
3450,5216,1,0.123877,-255,255
3450,5624,1,0.123877,-255,255
205,3867,1,0.02832,-1116,1116
205,3866,1,0.02832,-1116,1116
205,8759,1,0.02832,-1116,1116
2383,1044,1,1.56201,-21,21
719,1046,1,0.97057,-33,33
719,1045,1,0.97057,-33,33
900,362,1,0.084719,-373,373
900,363,1,0.084719,-373,373
900,360,1,0.084719,-373,373
900,361,1,0.084719,-373,373
900,368,1,0.084719,-373,373
900,369,1,0.084719,-373,373
900,6931,1,0.084719,-373,373
900,6930,1,0.084719,-373,373
2052,5777,1,0.021225,-1488,1488
2052,5776,1,0.021225,-1488,1488
2052,5782,1,0.021225,-1488,1488
2052,5781,1,0.021225,-1488,1488
1203,7143,1,0.952083,-34,34
1203,7144,1,0.952083,-34,34
5642,2166,1,0.384495,-83,83
5642,7141,1,0.384495,-83,83
5642,594,1,0.384495,-83,83
5642,593,1,0.384495,-83,83
5642,3614,1,0.384495,-83,83
7440,8343,1,0.140801,-225,225
7440,12761,1,0.140801,-225,225
7440,12760,1,0.140801,-225,225
7440,12763,1,0.140801,-225,225
7440,8354,1,0.140801,-225,225
