bus,demand
12435,380.8
12436,59.07
12437,139.3
12439,31.44
12442,332.8
12444,-7.6
12445,33.64
12449,286.1
12450,111.08
12456,-26.03
12457,0.039626
12460,35.84
12463,13.91
12468,24.22
12472,0.582185
12473,55.56
12474,277.9
12475,0.332077
12476,0.550522
12478,51.06
12480,-0.59
12481,24.13
12482,0.112964
12483,38.84
12485,216.2
12487,0.073728
12488,0.208917
12491,19.4
12492,299.598
12493,56.399
12496,10.5
12502,18.0791
12504,-0.17
12510,36.54
12511,0.040091
12512,44.45
12513,0.047978
12514,371.831
12516,0.087808
12520,-0.19
12527,98.6
12531,235.97
12532,23.93
12533,9.51
12534,0.123474
12535,38.84
12536,236.44
12538,-14.89
12540,10.11
12543,97.6
12544,6.41
12545,-0.59
12547,37.44
12548,-8.02
12552,93.6
12553,140.7
12554,13.51
12557,8.3
12559,101.799
12560,104.3
12561,89.08
12565,13.72
12568,84.01
12569,20.9
12577,76.99
12584,0.117152
12588,12.31
12594,81.89
12595,72.68
12597,187.64
12598,92.4
12605,111.4
12608,10
12609,20.9
12611,5.01
12613,21.22
12618,0.176855
12620,60.9
12621,562.546
12622,2.2261
12624,22.02
12626,214.8
12627,221.9
12632,0.379262
12633,15.7842
12634,172.6
12635,1.9
12637,15.32
12638,38.04
12639,15.42
12640,0.019788
12642,-18.27
12643,0.235924
12645,40.54
12649,13.92
12660,72.4
12661,59.87
12662,293.2
12663,9.91
12667,1.6
12668,27.83
12670,9.7
12672,13.6595
12674,27.53
12675,317.9
12677,-33.74
12680,12.626
12684,171.3
12685,3.8
12686,72.4
12689,65.2
12691,245.51
12693,26.93
12700,0.117033
12703,0.35622
12707,0.347111
12715,0.297442
12716,347.1
12718,55.7
12719,78.0491
12720,159.4
12722,101.8
12733,76.69
12734,-70.45
12735,-8.34166
12737,-25.8725
12743,0.049279
12744,253.816
12745,136
12746,57.56
12750,277.1
12751,98.61
12752,0.172712
12756,0.090774
12757,74.18
12762,282
12767,-20.32
12768,62.27
12769,130.2
12770,0.153185
12773,163.2
12774,29.13
12776,25.18
12783,62.7
12784,42.25
12787,20.9
12792,10.31
12795,163.5
12796,4.4
12797,162.49
12800,44.55
12801,125.2
12804,-16.42
12805,5.51
12811,62.7
12813,129.8
12820,226.7
12821,-0.12
12823,0.297267
12824,34.54
12826,45.45
12827,1.3
12828,9.91
12830,0.262086
12831,69.88
12832,38.3757
12834,62.77
12838,0.039248
12839,334.54
12848,34.9
12849,131.839
12850,188.6
12851,-20.38
12852,168.13
12854,73.7598
12857,42.65
12860,0.52227
12862,155.05
12866,0.037734
12868,5.5
12872,20.02
12875,89.3
12877,82.59
12888,40.34
12889,-8.17096
12891,3.7
12892,124.5
12894,0.19108
12898,-20.12
12899,29.3317
12903,23.53
12905,15.32
12909,3.5
12918,126.3
12919,100.4
12923,12.1694
12926,66.27
12927,25
12928,35.04
12931,8.11
12933,62.4751
12936,105.8
12940,57.46
12942,45.35
12945,279.7
12948,21.02
12950,61.98
12951,81.79
12952,30.03
12953,19.02
12954,54.66
12955,43.05
12956,20.62
12957,76.6
12958,-0.21
12959,71.76
12960,18.62
12961,59.005
12963,202.033
12964,22.42
12967,9.7
12971,25.73
12974,120
12976,0.019913
12978,7.71
12980,45.25
12982,7.61
12985,199.131
12987,292.4
12988,1.8
12990,8.81
12991,26.23
12992,11.51
12996,128.8
12997,22.83
12999,-29.73
13000,126.21
13003,0.2364
13004,23.5504
13005,179.6
13006,3.8
13011,0.11625
13014,0.041073
13015,14.72
13016,80.59
13017,151.56
13018,487.2
13019,31.03
13021,31.21
13022,22.02
13023,47.95
13028,373.038
13031,203.6
13033,285.2
13034,101.2
13035,0.3
13036,0.27075
13039,89.9
13040,12.02
13042,82.19
13044,15.7
13045,37.4181
13051,0.25741
13061,222.151
13065,21.9
13068,75.3
13071,91.6
13072,21.32
13073,26.33
13078,113.7
13084,20.02
13085,23.7
13088,-0.94
13089,1.5
13097,208.71
13098,1.3
13100,19.4
13103,0.16572
13105,-0.68
13106,7.41
13107,0.178531
13109,6.01
13110,410.3
13111,69.18
13113,20.22
13114,-0.57
13116,2
13117,207.637
13121,50.96
13126,50.96
13128,27.7
13129,131.5
13130,-18.6
13132,0.468803
13134,95.61
13135,426.757
13136,1.15212
13139,0.090774
13140,0.339749
13141,8.11
13146,9.21
13148,-0.16
13150,35.64
13151,0.1444
13154,4.61
13155,15.22
13156,22.12
13157,18.32
13162,278.3
13164,0.224798
13166,-0.2
13167,87.7
13169,141.52
13171,-9.77878
13172,3.1
13173,36.04
13175,-0.22
13176,5.51
13177,0.051721
13180,2.46069
13181,91
13184,98.7
13185,33.54
13186,32.1
13187,-6.81
13194,0.038554
13197,59.67
13198,1.04964
13199,10.81
13201,93.1
13202,0.019887
13203,29.33
13204,3.4
13205,7.41
13206,66.57
13208,50.96
13210,0.040026
13211,122.3
13213,93.9
13214,113.616
13215,-0.56
13219,88
13221,0.04975
13224,37.94
13227,4.2
13228,19.92
13230,0.055698
13233,2.06723
13234,3.7
13236,20.32
13239,27.93
13240,516.7
13241,51.56
13243,-6.27953
13244,0.33861
13246,28.63
13247,0.256503
13250,100.779
13251,44.05
13254,925.91
13255,7.82529
13256,0.167278
13257,23.43
13259,261.5
13263,298.633
13267,0.019352
13271,275.43
13273,82.29
13274,0.097487
13275,81.29
13276,61.0317
13278,0.040017
13279,0.050138
13281,4.1
13282,53.36
13283,18.52
13286,92.9
13287,44.9901
13289,88.5
13290,2
13291,-8.49
13293,4.2
13295,79.4295
13296,69.28
13297,11.5
13299,8.7
13302,41.15
13304,0.233761
13305,52.48
13306,-7.55264
13307,79.5834
13308,119.02
13314,102.6
13315,0.048364
13317,73.68
13318,23.03
13319,27.13
13320,145.3
13321,0.270022
13325,0.039122
13326,70.78
13328,15.63
13329,0.280385
13332,110
13334,91.4
13335,6.41
13336,152.18
13339,80.49
13341,0.218331
13342,0.2
13344,7.91
13346,132.2
13347,54.3
13349,-0.1
13350,0.243398
13352,12.61
13353,-19.83
13354,-22.2183
13356,8.31
13357,78.01
13365,21.88
13366,206.4
13367,36.84
13369,14.81
13373,121.8
13376,28.1473
13378,11.35
13380,291.6
13381,42.5088
13384,492.439
13396,27.9
13400,16.52
13401,-41.57
13404,8.91
13405,0.211714
13408,0.118317
13410,133.5
13413,8.3
13416,46.9
13417,242.4
13420,6.41
13422,24.33
13430,50.2
13431,88.1
13436,125
13438,33.5
13441,55.9
13445,-0.57
13446,3.8
13449,119
13450,7
13451,2.2
13453,181.1
13454,223.3
13455,141.386
13458,112.4
13459,11.31
13460,-678.72
13461,0.055108
13463,87.4
13464,285.2
13470,35.14
13472,0.080832
13475,25.03
13476,152.7
13477,126.308
13478,36.74
13479,0.079602
13484,32.1
13488,13.9
13490,-5.15
13492,175.7
13495,38.84
13498,50.56
13499,39.5
13501,13.9
13503,0.471538
13504,17.7167
13508,21.72
13509,169.04
13515,16.7
13516,431.5
13517,158.479
13521,89.59
13522,-26.6425
13523,66.57
13524,35.44
13527,15.22
13529,0.574367
13534,5.5
13537,2.2
13539,83.19
13541,99.5
13542,60.07
13543,3.04
13544,54.96
13546,0.12
13547,305.357
13548,1.79641
13552,94.9
13555,244.6
13557,9.91
13558,100.5
13559,0.168013
13561,43.15
13562,6.01
13563,125.419
13564,10.11
13565,66.07
13566,489.987
13567,20.32
13570,4.61
13571,4.4
13572,0.077289
13573,2.43
13574,29.7
13575,156.3
13576,50.06
13578,-28.33
13581,62.57
13583,22.8464
13586,17.92
13591,15.82
13593,35.6788
13595,18.71
13596,0.059381
13598,282.2
13599,14.42
13600,0.176054
13602,137.9
13603,15.42
13605,0.162419
13606,11.71
13608,23.43
13610,16.52
13611,226.1
13613,160.2
13615,11.44
13616,12.11
13618,11.5
13619,0.457274
13622,64.57
13623,1.3
13624,41.6
13625,103.6
13626,187.4
13627,0.048364
13628,39.34
13629,139.8
13630,26.4
13632,22.02
13636,10.11
13638,0.090774
13641,38.34
13642,83.5
13644,11.41
13645,0.039946
13646,26.9928
13647,157
13649,2.1
13650,-121.89
13652,246.5
13656,0.340862
